2017-Sep-18;Aerospatiale;SN 601 Corvette;Jet;2;B;I;tbd;118;tip tanks;42.21;45.38;13.88;tbd;tbd;tbd;14,550;same as MTOW?;S;S601;tbd;tbd;tbd;tbd;1,915
2017-Sep-18;Aerospatiale (Sud Aviation);SE 210 Caravelle III;Jet;2;C;III;tbd;127;no winglets;112.50;101.70;28.61;tbd;tbd;tbd;123,460;same as MTOW?;2D;S210;tbd;tbd;tbd;tbd;11,441
;Aerospatiale / SNIAS;AS-332 Mk1 Super Puma;tbd;tbd;No Value;No Value;tbd;;tbd;;tbd;tbd;tbd;tbd;tbd;tbd;tbd;tbd;AS32;M;tbd;tbd;tbd;#VALORE!
;Aerospatiale / SNIAS;AS-332 Mk2 Super Puma;tbd;tbd;No Value;No Value;tbd;;tbd;;tbd;tbd;tbd;tbd;tbd;tbd;tbd;tbd;AS3B;M;tbd;tbd;tbd;#VALORE!
;Aerospatiale / SNIAS;AS-350 AStar;tbd;tbd;No Value;No Value;tbd;;tbd;;tbd;tbd;tbd;tbd;tbd;tbd;tbd;tbd;AS50;L;tbd;tbd;tbd;#VALORE!
;Aerospatiale / SNIAS;AS-350 Ecureuil;tbd;tbd;No Value;No Value;tbd;;tbd;;tbd;tbd;tbd;tbd;tbd;tbd;tbd;tbd;AS50;L;tbd;tbd;tbd;#VALORE!
;Aerospatiale / SNIAS;AS-350 SuperStar;tbd;tbd;No Value;No Value;tbd;;tbd;;tbd;tbd;tbd;tbd;tbd;tbd;tbd;tbd;AS50;L;tbd;tbd;tbd;#VALORE!
;Aerospatiale / SNIAS;AS-355 Ecureuil 2;tbd;tbd;No Value;No Value;tbd;;tbd;;tbd;tbd;tbd;tbd;tbd;tbd;tbd;tbd;AS55;L;tbd;tbd;tbd;#VALORE!
;Aerospatiale / SNIAS;AS-355 TwinStar;tbd;tbd;No Value;No Value;tbd;;tbd;;tbd;tbd;tbd;tbd;tbd;tbd;tbd;tbd;AS55;L;tbd;tbd;tbd;#VALORE!
;Aerospatiale / SNIAS;AS-365 Dauphin 2 / AS-366 Dolphin;tbd;tbd;No Value;No Value;tbd;;tbd;;tbd;tbd;tbd;tbd;tbd;tbd;tbd;tbd;AS65;L;tbd;tbd;tbd;#VALORE!
;Aerospatiale / SNIAS;AS-532 Mk1 Cougar;tbd;tbd;No Value;No Value;tbd;;tbd;;tbd;tbd;tbd;tbd;tbd;tbd;tbd;tbd;AS32;M;tbd;tbd;tbd;#VALORE!
;Aerospatiale / SNIAS;AS-532 Mk2 Cougar;tbd;tbd;No Value;No Value;tbd;;tbd;;tbd;tbd;tbd;tbd;tbd;tbd;tbd;tbd;AS3B;M;tbd;tbd;tbd;#VALORE!
;Aerospatiale / SNIAS;AS-550 Fennec;tbd;tbd;No Value;No Value;tbd;;tbd;;tbd;tbd;tbd;tbd;tbd;tbd;tbd;tbd;AS50;L;tbd;tbd;tbd;#VALORE!
;Aerospatiale / SNIAS;AS-555 Fennec;tbd;tbd;No Value;No Value;tbd;;tbd;;tbd;tbd;tbd;tbd;tbd;tbd;tbd;tbd;AS55;L;tbd;tbd;tbd;#VALORE!
;Aerospatiale / SNIAS;AS-565 Panther;tbd;tbd;No Value;No Value;tbd;;tbd;;tbd;tbd;tbd;tbd;tbd;tbd;tbd;tbd;AS65;L;tbd;tbd;tbd;#VALORE!
;Aerospatiale / SNIAS;CM-170R Magister;tbd;tbd;No Value;No Value;tbd;;tbd;;tbd;tbd;tbd;tbd;tbd;tbd;tbd;tbd;FOUG;L;tbd;tbd;tbd;#VALORE!
;Aerospatiale / SNIAS;Fr;tbd;tbd;No Value;No Value;tbd;;tbd;;tbd;tbd;tbd;tbd;tbd;tbd;tbd;tbd;N262;M;tbd;tbd;tbd;#VALORE!
;Aerospatiale / SNIAS;N-262 Fr;tbd;tbd;No Value;No Value;tbd;;tbd;;tbd;tbd;tbd;tbd;tbd;tbd;tbd;tbd;N262;M;tbd;tbd;tbd;#VALORE!
;Aerospatiale / SNIAS;SA-315 Lama;tbd;tbd;No Value;No Value;tbd;;tbd;;tbd;tbd;tbd;tbd;tbd;tbd;tbd;tbd;LAMA;L;tbd;tbd;tbd;#VALORE!
;Aerospatiale / SNIAS;SA-316 / SA-319 Alouette 3;tbd;tbd;No Value;No Value;tbd;;tbd;;tbd;tbd;tbd;tbd;tbd;tbd;tbd;tbd;ALO3;L;tbd;tbd;tbd;#VALORE!
;Aerospatiale / SNIAS;SA-318 Alouette 2;tbd;tbd;No Value;No Value;tbd;;tbd;;tbd;tbd;tbd;tbd;tbd;tbd;tbd;tbd;ALO2;L;tbd;tbd;tbd;#VALORE!
;Aerospatiale / SNIAS;SA-321 Super Frelon;tbd;tbd;No Value;No Value;tbd;;tbd;;tbd;tbd;tbd;tbd;tbd;tbd;tbd;tbd;FREL;M;tbd;tbd;tbd;#VALORE!
;Aerospatiale / SNIAS;SA-330 Puma;tbd;tbd;No Value;No Value;tbd;;tbd;;tbd;tbd;tbd;tbd;tbd;tbd;tbd;tbd;PUMA;L;tbd;tbd;tbd;#VALORE!
;Aerospatiale / SNIAS;SA-341 / SA-342 Gazelle;tbd;tbd;No Value;No Value;tbd;;tbd;;tbd;tbd;tbd;tbd;tbd;tbd;tbd;tbd;GAZL;L;tbd;tbd;tbd;#VALORE!
;Aerospatiale / SNIAS;SA-360 Dauphin;tbd;tbd;No Value;No Value;tbd;;tbd;;tbd;tbd;tbd;tbd;tbd;tbd;tbd;tbd;S360;L;tbd;tbd;tbd;#VALORE!
;Aerospatiale / SNIAS;SA-365C Dauphin 2;tbd;tbd;No Value;No Value;tbd;;tbd;;tbd;tbd;tbd;tbd;tbd;tbd;tbd;tbd;S65C;L;tbd;tbd;tbd;#VALORE!
;Aerospatiale / SNIAS;SE-210 Caravelle;tbd;tbd;No Value;No Value;tbd;;tbd;;tbd;tbd;tbd;tbd;tbd;tbd;tbd;tbd;S210;M;tbd;tbd;tbd;#VALORE!
